x_m,y_m,well_type,well_id,perm_mD,porosity,x_ft,y_ft
4596.768360418324,3078.515721077264,producer,PROD_027,20.45124110569845,0.1522611524222008,15081.261507594854,10100.117518339131
249.0150329270807,3535.440148594203,producer,PROD_028,26.66028799660667,0.1525816800729663,816.9784806284835,11599.213457113805
1292.4159354904664,3945.142907057465,producer,PROD_029,50.23216483089272,0.1535437326659502,4240.209897794542,12943.382655190413
1854.3219319196464,3985.258373785555,producer,PROD_030,82.69511543765016,0.1545468427352848,6083.733567119253,13074.995083050599
2656.1742109766874,3551.4943706278227,producer,PROD_031,78.44832254070941,0.1544285528827346,8714.482598340755,11651.884790930586
3416.173199223417,3774.9167532132456,producer,PROD_032,154.1074657439777,0.1562070014045426,11207.917678940155,12384.897880612145
4086.68350837009,4000.85782328488,producer,PROD_033,99.05088810295273,0.1549762156329622,13407.754721600926,13126.174380945966
4502.938083592999,3703.834932796629,producer,PROD_034,77.81598609603141,0.1544106684894705,14773.419382175254,12151.689800916492
520.6933081887107,4811.796036062351,producer,PROD_035,105.35713351489323,0.1551321811521733,1708.3114332378498,15786.732906954803
1028.954230190801,4407.334946631463,producer,PROD_036,110.54766161491416,0.1552570824041219,3375.8341965791874,14459.76078630637
1590.2164746287513,4480.489608555631,producer,PROD_037,44.53171310930881,0.1533366043033789,5217.245818620992,14699.769527333656
2727.7821334407245,4471.361856946479,producer,PROD_038,26.340382522664008,0.1525661441172829,8949.416734677667,14669.822834744286
3223.949462610874,4711.91200730028,producer,PROD_039,144.85770912060462,0.1560178424107109,10577.26235491226,15459.02939003105
2144.6334461728347,1077.6775077041584,injector,INJ_000,77.58929745742519,0.1544042393627454,7036.199195541683,3535.687474376111
2972.833846089492,2376.935019845648,injector,INJ_001,50.920197119248485,0.153567919460948,9753.392195604249,7798.343490510396
1254.5265712977534,2346.958734678049,injector,INJ_002,70.37846231721797,0.1541945936131292,4115.9009561765215,7699.99609508113
4493.6392191230325,4479.257718550984,injector,INJ_003,171.54245932678543,0.156548710929007,14742.911295667609,14695.727893330808
2606.0955266693454,783.3220405596978,injector,INJ_004,67.38042631320712,0.1541042790570698,8550.182447717854,2569.954283549879
3543.97615785881,2431.315231289598,injector,INJ_005,103.29955916028798,0.1550818195353703,11627.218737749497,7976.756263424165
2119.352564889138,4475.71433967111,injector,INJ_006,54.71704790431839,0.153698548631028,6953.25666899088,14684.102634166564
857.5316593823032,3509.8978269114755,injector,INJ_007,58.20760491404317,0.1538146954306354,2813.424169367836,11515.413186444244
2660.686549852377,1956.6802485251312,injector,INJ_008,55.61468208037154,0.1537287625990525,8729.286860217673,6419.554826571191
3849.4246539926703,4457.317091690574,injector,INJ_009,61.25446315614839,0.153913261528321,12629.346381805311,14623.744207102101
4128.793220417458,676.0463502549867,injector,INJ_010,207.51852101827996,0.1572027515752363,13545.909949274412,2217.9999077705706
2454.2921047445843,4015.820073747409,injector,INJ_011,52.94123644204796,0.1536380364361166,8052.139708930222,13175.263130753448
1393.5764640939312,1038.034474535516,injector,INJ_012,500.0,0.1611803398874989,4572.101406457933,3405.625025435102
4020.023731534804,3421.368816374307,injector,INJ_013,58.35613487120741,0.1538195593617329,13189.054659368647,11224.96366751348
566.3775901533223,4157.821385153389,injector,INJ_014,90.07749710296152,0.1547454582787904,1858.194252878626,13641.146713266646
3590.146937527519,657.2091251533974,injector,INJ_015,94.5453978880007,0.1548617228913215,11778.697678517787,2156.197986168272
2991.6619597870945,4043.7325245091633,injector,INJ_016,68.82260147217352,0.1541479694270864,9815.164224147891,13266.839415710643
1757.3279839792967,2452.9422001467783,injector,INJ_017,100.26822631736914,0.1550067011673698,5765.511942958636,8047.7108879295565
